userId1,userId2,cleanlinessLevel_user1,cleanlinessLevel_user2,smokingPreference_user1,smokingPreference_user2,drinkingPreference_user1,drinkingPreference_user2,sleepingSchedule_user1,sleepingSchedule_user2,budgetRange_user1,budgetRange_user2,preferredLocation_user1,preferredLocation_user2,hobbies_user1,hobbies_user2,compatibility_score
41,64,1,4,no,no,yes,yes,night,early,11570,5317,BTM Layout,BTM Layout,coding,"movies,cooking,cricket",74
59,125,5,5,yes,yes,yes,yes,night,irregular,5212,10869,HSR Layout,Whitefield,cricket,travel,70
69,123,4,4,yes,yes,yes,no,irregular,irregular,6733,14698,Whitefield,Whitefield,"reading,movies","music,reading,cooking",83
21,10,1,1,no,yes,no,no,early,irregular,14144,12532,Indiranagar,Koramangala,"reading,music",travel,67
90,142,5,1,yes,yes,yes,yes,early,early,14084,11161,Whitefield,Koramangala,"cricket,reading","cooking,coding",76
55,137,3,4,yes,no,yes,no,night,early,7868,15589,Indiranagar,BTM Layout,reading,cricket,48
112,157,3,4,no,yes,yes,yes,early,irregular,17700,18966,HSR Layout,HSR Layout,"cricket,movies","travel,cooking,coding",75
128,156,5,1,no,no,no,no,night,early,13693,7127,BTM Layout,Koramangala,cricket,"music,coding,reading",62
37,86,3,4,yes,no,yes,yes,early,irregular,14352,14241,Whitefield,Koramangala,"cricket,movies,music","music,travel,reading",68
197,77,2,5,no,no,yes,yes,early,irregular,5414,7203,BTM Layout,HSR Layout,"cricket,cooking","coding,cricket",74
185,129,1,3,yes,no,yes,yes,night,night,15218,9851,Koramangala,Indiranagar,"coding,music",travel,66
125,184,5,3,yes,no,yes,yes,irregular,night,10869,12043,Whitefield,Indiranagar,travel,"cricket,coding",63
164,67,4,1,yes,no,no,no,irregular,night,17462,13705,Indiranagar,BTM Layout,"movies,coding,cricket","cricket,reading",61
107,125,2,5,no,yes,no,yes,night,irregular,14210,10869,Indiranagar,Whitefield,cooking,travel,48
180,76,4,4,no,no,no,no,early,night,6876,16884,Indiranagar,BTM Layout,music,reading,70
148,125,3,5,no,yes,yes,yes,irregular,irregular,5488,10869,Whitefield,Whitefield,cricket,travel,76
116,57,3,2,yes,yes,no,no,night,night,16300,9243,Koramangala,Indiranagar,"reading,cooking,music",reading,81
32,88,5,3,yes,no,yes,yes,early,irregular,12160,16544,HSR Layout,Koramangala,"reading,cooking","movies,coding",60
181,50,3,1,no,no,yes,yes,early,irregular,14117,9751,Indiranagar,Indiranagar,travel,coding,80
149,177,5,3,no,no,yes,no,irregular,irregular,11932,13866,BTM Layout,BTM Layout,"cooking,movies","movies,cooking,music",89
169,35,2,5,no,yes,no,no,early,night,15930,18341,BTM Layout,Koramangala,reading,"movies,music,reading",61
38,195,5,4,no,no,yes,no,early,early,6159,11914,BTM Layout,BTM Layout,"reading,travel","cricket,coding,movies",78
5,174,1,1,no,yes,no,yes,early,irregular,16150,16735,HSR Layout,Indiranagar,reading,cricket,57
100,193,3,2,yes,no,no,yes,night,early,16137,6029,Indiranagar,Koramangala,"travel,cooking,reading","cricket,reading,coding",51
66,64,5,4,no,no,yes,yes,irregular,early,10049,5317,Whitefield,BTM Layout,"movies,music,cricket","movies,cooking,cricket",78
154,36,1,1,no,no,no,no,night,early,11413,17464,HSR Layout,HSR Layout,travel,"travel,cooking",83
74,115,1,3,no,no,no,yes,early,early,7844,18331,Whitefield,BTM Layout,cooking,"cricket,cooking",69
36,167,1,1,no,no,no,no,early,night,17464,7610,HSR Layout,Koramangala,"travel,cooking",movies,70
164,123,4,4,yes,yes,no,no,irregular,irregular,17462,14698,Indiranagar,Whitefield,"movies,coding,cricket","music,reading,cooking",84
198,39,2,1,yes,yes,yes,no,irregular,night,16497,10852,Koramangala,BTM Layout,"movies,cooking","cricket,music",58
78,31,1,5,no,no,no,no,night,night,8555,7003,Koramangala,Indiranagar,music,"cooking,movies",79
90,83,5,3,yes,no,yes,yes,early,irregular,14084,7702,Whitefield,HSR Layout,"cricket,reading","cricket,music",59
139,90,4,5,yes,yes,no,yes,night,early,10463,14084,Whitefield,Whitefield,"cricket,coding,reading","cricket,reading",78
192,19,4,4,no,yes,yes,no,irregular,early,19683,16537,HSR Layout,HSR Layout,"travel,reading",travel,67
191,7,5,2,yes,no,yes,yes,night,night,11105,15888,Indiranagar,Indiranagar,travel,reading,78
113,200,5,4,no,no,no,no,night,irregular,11230,12224,Koramangala,Koramangala,"reading,travel,cricket","movies,music,coding",85
129,151,3,3,no,yes,yes,no,night,irregular,9851,10233,Indiranagar,Indiranagar,travel,music,67
196,194,1,4,no,yes,yes,yes,irregular,irregular,12799,16207,Whitefield,Koramangala,reading,"reading,travel",71
119,152,2,1,yes,yes,yes,no,night,irregular,14463,12690,BTM Layout,Koramangala,coding,"movies,cricket",65
162,115,4,3,no,no,yes,yes,night,early,8842,18331,HSR Layout,BTM Layout,music,"cricket,cooking",68
139,137,4,4,yes,no,no,no,night,early,10463,15589,Whitefield,BTM Layout,"cricket,coding,reading",cricket,63
176,191,1,5,yes,yes,yes,yes,night,night,15034,11105,Indiranagar,Indiranagar,"coding,movies",travel,86
186,82,3,3,yes,no,no,no,irregular,irregular,14874,7830,HSR Layout,Whitefield,"coding,cricket,reading",cricket,73
150,65,4,5,no,yes,yes,no,irregular,night,8254,10479,HSR Layout,BTM Layout,"cricket,travel,coding","coding,cricket,movies",58
191,66,5,5,yes,no,yes,yes,night,irregular,11105,10049,Indiranagar,Whitefield,travel,"movies,music,cricket",67
61,81,4,4,yes,no,yes,yes,irregular,night,16727,8441,HSR Layout,Koramangala,"music,travel,coding","coding,reading",63
138,183,5,4,no,yes,yes,no,early,night,7103,15961,Whitefield,HSR Layout,reading,"cricket,coding,reading",51
44,107,3,2,yes,no,no,no,irregular,night,9327,14210,Whitefield,Indiranagar,"cricket,movies,travel",cooking,62
17,45,2,2,yes,no,no,no,night,irregular,10434,7008,Whitefield,Indiranagar,music,coding,64
80,101,4,5,yes,yes,yes,yes,night,night,17935,19388,Koramangala,Whitefield,"reading,cooking,cricket",cricket,88
186,10,3,1,yes,yes,no,no,irregular,irregular,14874,12532,HSR Layout,Koramangala,"coding,cricket,reading",travel,80
30,17,1,2,yes,yes,no,no,night,night,15517,10434,Indiranagar,Whitefield,reading,music,78
192,57,4,2,no,yes,yes,no,irregular,night,19683,9243,HSR Layout,Indiranagar,"travel,reading",reading,49
130,181,3,3,yes,no,yes,yes,night,early,5929,14117,Indiranagar,Indiranagar,"movies,coding",travel,70
114,17,2,2,yes,yes,yes,no,early,night,5797,10434,Koramangala,Whitefield,"movies,reading",music,64
2,116,5,3,no,yes,yes,no,early,night,16878,16300,HSR Layout,Koramangala,"movies,reading,cooking","reading,cooking,music",59
143,113,3,5,yes,no,no,no,early,night,7162,11230,Indiranagar,Koramangala,"cricket,movies","reading,travel,cricket",63
120,185,2,1,no,yes,no,yes,early,night,11832,15218,Koramangala,Koramangala,"coding,movies,cricket","coding,music",65
145,37,1,3,no,yes,yes,yes,early,early,19021,14352,HSR Layout,Whitefield,reading,"cricket,movies,music",70
109,96,5,5,yes,no,no,yes,night,night,15173,12062,HSR Layout,Indiranagar,"reading,cricket,travel","cricket,travel,music",70
134,11,3,3,yes,yes,yes,no,early,irregular,17919,13733,Indiranagar,HSR Layout,"music,cricket,cooking",cricket,67
160,98,1,2,no,no,yes,no,night,night,12018,19736,Indiranagar,Koramangala,cooking,"cricket,reading",68
39,34,1,3,yes,yes,no,yes,night,early,10852,8679,BTM Layout,HSR Layout,"cricket,music","reading,movies",60
84,78,1,1,no,no,no,no,night,night,8282,8555,Koramangala,Koramangala,"cricket,reading",music,97
38,183,5,4,no,yes,yes,no,early,night,6159,15961,BTM Layout,HSR Layout,"reading,travel","cricket,coding,reading",51
35,101,5,5,yes,yes,no,yes,night,night,18341,19388,Koramangala,Whitefield,"movies,music,reading",cricket,77
109,41,5,1,yes,no,no,yes,night,night,15173,11570,HSR Layout,BTM Layout,"reading,cricket,travel",coding,56
177,41,3,1,no,no,no,yes,irregular,night,13866,11570,BTM Layout,BTM Layout,"movies,cooking,music",coding,70
169,102,2,3,no,no,no,no,early,irregular,15930,10103,BTM Layout,Koramangala,reading,travel,68
153,82,2,3,yes,no,no,no,irregular,irregular,15418,7830,Koramangala,Whitefield,"cricket,movies,coding",cricket,71
90,164,5,4,yes,yes,yes,no,early,irregular,14084,17462,Whitefield,Indiranagar,"cricket,reading","movies,coding,cricket",65
190,44,3,3,no,yes,no,no,night,irregular,9651,9327,Whitefield,Whitefield,"cooking,music","cricket,movies,travel",77
72,121,3,5,yes,yes,yes,no,irregular,irregular,14301,19452,Indiranagar,Whitefield,reading,movies,66
51,83,4,3,no,no,yes,yes,night,irregular,14723,7702,Koramangala,HSR Layout,"music,reading","cricket,music",71
195,43,4,4,no,no,no,no,early,night,11914,17477,BTM Layout,HSR Layout,"cricket,coding,movies","reading,coding",73
172,135,5,2,yes,yes,yes,no,night,early,9985,9913,BTM Layout,Whitefield,cooking,"reading,cooking",64
139,72,4,3,yes,yes,no,yes,night,irregular,10463,14301,Whitefield,Indiranagar,"cricket,coding,reading",reading,65
42,54,5,2,yes,yes,yes,no,irregular,night,11088,11503,BTM Layout,Whitefield,music,"movies,reading",61
33,29,3,2,yes,no,no,yes,night,irregular,10474,12417,Whitefield,HSR Layout,"cooking,music,cricket",movies,55
192,66,4,5,no,no,yes,yes,irregular,irregular,19683,10049,HSR Layout,Whitefield,"travel,reading","movies,music,cricket",78
10,98,1,2,yes,no,no,no,irregular,night,12532,19736,Koramangala,Koramangala,travel,"cricket,reading",68
198,11,2,3,yes,yes,yes,no,irregular,irregular,16497,13733,Koramangala,HSR Layout,"movies,cooking",cricket,72
39,137,1,4,yes,no,no,no,night,early,10852,15589,BTM Layout,BTM Layout,"cricket,music",cricket,71
185,24,1,3,yes,no,yes,no,night,night,15218,8943,Koramangala,Koramangala,"coding,music","reading,coding",69
148,106,3,3,no,no,yes,yes,irregular,night,5488,17990,Whitefield,HSR Layout,cricket,coding,70
28,121,5,5,yes,yes,no,no,irregular,irregular,19515,19452,Whitefield,Whitefield,"cricket,music",movies,97
125,88,5,3,yes,no,yes,yes,irregular,irregular,10869,16544,Whitefield,Koramangala,travel,"movies,coding",66
107,72,2,3,no,yes,no,yes,night,irregular,14210,14301,Indiranagar,Indiranagar,cooking,reading,65
68,94,2,3,no,no,no,yes,night,early,11109,19691,Koramangala,Indiranagar,reading,coding,58
160,135,1,2,no,yes,yes,no,night,early,12018,9913,Indiranagar,Whitefield,cooking,"reading,cooking",55
63,66,1,5,yes,no,yes,yes,night,irregular,19926,10049,BTM Layout,Whitefield,"cricket,travel","movies,music,cricket",55
159,184,1,3,no,no,yes,yes,irregular,night,10591,12043,HSR Layout,Indiranagar,"reading,cooking","cricket,coding",73
90,68,5,2,yes,no,yes,no,early,night,14084,11109,Whitefield,Koramangala,"cricket,reading",reading,51
139,176,4,1,yes,yes,no,yes,night,night,10463,15034,Whitefield,Indiranagar,"cricket,coding,reading","coding,movies",71
76,71,4,2,no,no,no,no,night,early,16884,17782,BTM Layout,HSR Layout,reading,coding,73
63,8,1,2,yes,yes,yes,no,night,irregular,19926,5872,BTM Layout,Koramangala,"cricket,travel","coding,reading",58
117,79,3,2,yes,no,yes,yes,irregular,early,9738,10283,Indiranagar,Whitefield,"cricket,movies,coding","cricket,travel",68
93,12,3,3,yes,no,no,yes,early,early,9512,11310,BTM Layout,Whitefield,"cooking,reading","coding,movies,cricket",67
171,167,3,1,no,no,yes,no,night,night,5465,7610,Koramangala,Koramangala,reading,movies,80
52,83,5,3,no,no,no,yes,irregular,irregular,5210,7702,Indiranagar,HSR Layout,"cricket,music,travel","cricket,music",76
91,152,3,1,no,yes,yes,no,early,irregular,18094,12690,Whitefield,Koramangala,"reading,coding,cooking","movies,cricket",46
90,145,5,1,yes,no,yes,yes,early,early,14084,19021,Whitefield,HSR Layout,"cricket,reading",reading,69
36,195,1,4,no,no,no,no,early,early,17464,11914,HSR Layout,BTM Layout,"travel,cooking","cricket,coding,movies",74
172,101,5,5,yes,yes,yes,yes,night,night,9985,19388,BTM Layout,Whitefield,cooking,cricket,80
5,142,1,1,no,yes,no,yes,early,early,16150,11161,HSR Layout,Koramangala,reading,"cooking,coding",64
194,138,4,5,yes,no,yes,yes,irregular,early,16207,7103,Koramangala,Whitefield,"reading,travel",reading,61
64,41,4,1,no,no,yes,yes,early,night,5317,11570,BTM Layout,BTM Layout,"movies,cooking,cricket",coding,74
81,87,4,3,no,no,yes,yes,night,irregular,8441,6938,Koramangala,Indiranagar,"coding,reading","travel,music,cooking",75
36,121,1,5,no,yes,no,no,early,irregular,17464,19452,HSR Layout,Whitefield,"travel,cooking",movies,59
80,140,4,4,yes,yes,yes,yes,night,night,17935,12972,Koramangala,Whitefield,"reading,cooking,cricket","movies,cricket",87
163,135,4,2,no,yes,no,no,night,early,17524,9913,Whitefield,Whitefield,"cricket,music","reading,cooking",66
93,153,3,2,yes,yes,no,no,early,irregular,9512,15418,BTM Layout,Koramangala,"cooking,reading","cricket,movies,coding",68
26,1,2,3,yes,yes,no,yes,night,early,13921,11708,Koramangala,Indiranagar,"music,reading",coding,62
176,190,1,3,yes,no,yes,no,night,night,15034,9651,Indiranagar,Whitefield,"coding,movies","cooking,music",56
175,185,3,1,yes,yes,yes,yes,night,night,19604,15218,Indiranagar,Koramangala,"coding,cricket,reading","coding,music",83
27,194,5,4,yes,yes,yes,yes,night,irregular,19128,16207,Whitefield,Koramangala,"coding,cricket","reading,travel",72
192,78,4,1,no,no,yes,no,irregular,night,19683,8555,HSR Layout,Koramangala,"travel,reading",music,54
46,180,5,4,yes,no,yes,no,early,early,18404,6876,Indiranagar,Indiranagar,"travel,coding",music,68
38,28,5,5,no,yes,yes,no,early,irregular,6159,19515,BTM Layout,Whitefield,"reading,travel","cricket,music",50
199,95,2,2,no,no,yes,no,early,irregular,15150,16076,Whitefield,Whitefield,movies,cooking,77
187,69,5,4,no,yes,yes,yes,night,irregular,18590,6733,BTM Layout,Whitefield,"music,movies,coding","reading,movies",61
6,50,3,1,no,no,yes,yes,early,irregular,7317,9751,Koramangala,Indiranagar,"coding,cricket,reading",coding,73
68,4,2,2,no,yes,no,yes,night,early,11109,17212,Koramangala,BTM Layout,reading,"cooking,music",50
169,95,2,2,no,no,no,no,early,irregular,15930,16076,BTM Layout,Whitefield,reading,cooking,77
48,131,4,4,no,yes,yes,yes,early,early,10171,9541,Whitefield,BTM Layout,"travel,movies","travel,movies,coding",83
68,41,2,1,no,no,no,yes,night,night,11109,11570,Koramangala,BTM Layout,reading,coding,75
82,49,3,3,no,no,no,yes,irregular,night,7830,18885,Whitefield,HSR Layout,cricket,"reading,movies",60
42,157,5,4,yes,yes,yes,yes,irregular,irregular,11088,18966,BTM Layout,HSR Layout,music,"travel,cooking,coding",78
123,105,4,5,yes,yes,no,no,irregular,irregular,14698,14014,Whitefield,HSR Layout,"music,reading,cooking",cricket,85
37,26,3,2,yes,yes,yes,no,early,night,14352,13921,Whitefield,Koramangala,"cricket,movies,music","music,reading",68
181,108,3,2,no,yes,yes,no,early,night,14117,17635,Indiranagar,BTM Layout,travel,"music,movies",52
144,32,2,5,yes,yes,yes,yes,night,early,10338,12160,Whitefield,HSR Layout,"coding,cricket","reading,cooking",71
47,152,3,1,yes,yes,yes,no,night,irregular,15576,12690,BTM Layout,Koramangala,"travel,cooking,reading","movies,cricket",60
73,126,3,2,yes,no,no,no,early,early,8814,14961,Indiranagar,Koramangala,"coding,reading","cricket,movies",68
103,125,3,5,no,yes,no,yes,irregular,irregular,18398,10869,BTM Layout,Whitefield,"movies,coding,cooking",travel,56
29,15,2,2,no,yes,yes,yes,irregular,early,12417,12844,HSR Layout,Whitefield,movies,"travel,cricket,coding",67
69,134,4,3,yes,yes,yes,yes,irregular,early,6733,17919,Whitefield,Indiranagar,"reading,movies","music,cricket,cooking",68
19,133,4,2,yes,yes,no,no,early,irregular,16537,14522,HSR Layout,Whitefield,travel,"coding,cricket,cooking",70
131,176,4,1,yes,yes,yes,yes,early,night,9541,15034,BTM Layout,Indiranagar,"travel,movies,coding","coding,movies",70
98,41,2,1,no,no,no,yes,night,night,19736,11570,Koramangala,BTM Layout,"cricket,reading",coding,68
53,194,5,4,no,yes,yes,yes,early,irregular,8897,16207,Indiranagar,Koramangala,"coding,cricket","reading,travel",58
25,50,5,1,yes,no,yes,yes,night,irregular,13052,9751,BTM Layout,Indiranagar,cooking,coding,56
138,101,5,5,no,yes,yes,yes,early,night,7103,19388,Whitefield,Whitefield,reading,cricket,70
105,128,5,5,yes,no,no,no,irregular,night,14014,13693,HSR Layout,BTM Layout,cricket,cricket,70
100,132,3,2,yes,no,no,no,night,irregular,16137,18026,Indiranagar,Koramangala,"travel,cooking,reading","movies,cooking",68
167,80,1,4,no,yes,no,yes,night,night,7610,17935,Koramangala,Koramangala,movies,"reading,cooking,cricket",64
57,141,2,1,yes,yes,no,yes,night,night,9243,6335,Indiranagar,Koramangala,reading,"music,cooking",72
61,138,4,5,yes,no,yes,yes,irregular,early,16727,7103,HSR Layout,Whitefield,"music,travel,coding",reading,58
185,122,1,4,yes,no,yes,yes,night,irregular,15218,12411,Koramangala,Koramangala,"coding,music","coding,music",74
162,74,4,1,no,no,yes,no,night,early,8842,7844,HSR Layout,Whitefield,music,cooking,61
154,136,1,4,no,yes,no,no,night,irregular,11413,14683,HSR Layout,HSR Layout,travel,"cooking,reading",68
140,13,4,3,yes,no,yes,no,night,early,12972,6202,Whitefield,Koramangala,"movies,cricket",music,48
118,88,2,3,no,no,no,yes,early,irregular,16454,16544,Whitefield,Koramangala,"movies,reading,cricket","movies,coding",68
71,116,2,3,no,yes,no,no,early,night,17782,16300,HSR Layout,Koramangala,coding,"reading,cooking,music",65
160,167,1,1,no,no,yes,no,night,night,12018,7610,Indiranagar,Koramangala,cooking,movies,74
129,149,3,5,no,no,yes,yes,night,irregular,9851,11932,Indiranagar,BTM Layout,travel,"cooking,movies",70
199,161,2,5,no,yes,yes,yes,early,night,15150,15538,Whitefield,Whitefield,movies,"coding,reading",71
180,173,4,1,no,no,no,yes,early,night,6876,13986,Indiranagar,Indiranagar,music,cricket,64
119,35,2,5,yes,yes,yes,no,night,night,14463,18341,BTM Layout,Koramangala,coding,"movies,music,reading",68
29,61,2,4,no,yes,yes,yes,irregular,irregular,12417,16727,HSR Layout,HSR Layout,movies,"music,travel,coding",80
8,149,2,5,yes,no,no,yes,irregular,irregular,5872,11932,Koramangala,BTM Layout,"coding,reading","cooking,movies",54
73,57,3,2,yes,yes,no,no,early,night,8814,9243,Indiranagar,Indiranagar,"coding,reading",reading,88
158,186,1,3,yes,yes,no,no,early,irregular,17308,14874,Whitefield,HSR Layout,coding,"coding,cricket,reading",73
134,25,3,5,yes,yes,yes,yes,early,night,17919,13052,Indiranagar,BTM Layout,"music,cricket,cooking",cooking,73
176,190,1,3,yes,no,yes,no,night,night,15034,9651,Indiranagar,Whitefield,"coding,movies","cooking,music",56
129,18,3,2,no,yes,yes,no,night,early,9851,14587,Indiranagar,HSR Layout,travel,movies,52
158,185,1,1,yes,yes,no,yes,early,night,17308,15218,Whitefield,Koramangala,coding,"coding,music",67
121,63,5,1,yes,yes,no,yes,irregular,night,19452,19926,Whitefield,BTM Layout,movies,"cricket,travel",59
183,189,4,2,yes,yes,no,yes,night,night,15961,15819,HSR Layout,Whitefield,"cricket,coding,reading",movies,73
97,41,2,1,no,no,no,yes,irregular,night,8987,11570,BTM Layout,BTM Layout,"music,coding",coding,75
129,24,3,3,no,no,yes,no,night,night,9851,8943,Indiranagar,Koramangala,travel,"reading,coding",77
21,128,1,5,no,no,no,no,early,night,14144,13693,Indiranagar,BTM Layout,"reading,music",cricket,69
170,161,2,5,yes,yes,yes,yes,night,night,17336,15538,Indiranagar,Whitefield,"cricket,music,coding","coding,reading",84
84,93,1,3,no,yes,no,no,night,early,8282,9512,Koramangala,BTM Layout,"cricket,reading","cooking,reading",66
81,108,4,2,no,yes,yes,no,night,night,8441,17635,Koramangala,BTM Layout,"coding,reading","music,movies",56
20,124,3,1,yes,no,no,no,night,early,12201,13594,Whitefield,BTM Layout,"cricket,cooking,coding","music,travel,movies",63
138,142,5,1,no,yes,yes,yes,early,early,7103,11161,Whitefield,Koramangala,reading,"cooking,coding",66
16,32,1,5,no,yes,yes,yes,night,early,12019,12160,HSR Layout,HSR Layout,travel,"reading,cooking",69
69,40,4,5,yes,no,yes,no,irregular,night,6733,6344,Whitefield,Whitefield,"reading,movies","movies,reading,coding",71
18,32,2,5,yes,yes,no,yes,early,early,14587,12160,HSR Layout,HSR Layout,movies,"reading,cooking",78
13,4,3,2,no,yes,no,yes,early,early,6202,17212,Koramangala,BTM Layout,music,"cooking,music",61
